id,name,phone,email,company,status,disposition,summary,called_at_iso,log_id
16879,Airmax Gujarat Private Limited,+919723371577,info@airmaxgujarat.com,Airmax Gujarat Private Limited,completed,Answered,The call initiated with the sales agent introducing themselves and asking the prospect for a minute of their time. No further interaction or outcome is available from this transcript.,2026-05-06T12:33:10.280037Z,
16880,4Matic Global Valve Automation Pvt. Ltd,+919727001373,info@4maticvalves.com,4Matic Global Valve Automation Pvt. Ltd,completed,Answered,"The sales agent initiated the call and introduced herself and her company, asking for a minute of the prospect's time.",2026-05-06T12:32:00.896500Z,
16881,HydroFit Hydraulic,+919327046296,hydrofitmarketing@gmail.com,HydroFit Hydraulic,completed,Answered,The sales call has just begun with the agent introducing themselves and asking for a minute of the prospect's time. No actual conversation or lead qualification has occurred yet.,2026-05-06T12:30:05.270344Z,
16882,Boilerhouse Corporation,+919825610428,harshad.darji@bhcgroup.in,Boilerhouse Corporation,completed,Answered,"The call was very brief and did not progress beyond the initial permission question, with the user giving an ambiguous response about their availability.",2026-05-06T12:24:46.602943Z,
16883,G M Valve Private Limited,+919227777389,export@gmvalve.in,G M Valve Private Limited,completed,Answered,The call just began with the sales agent introducing themselves and asking if the prospect has a minute. No actual conversation or lead qualification has occurred yet.,2026-05-06T12:21:25.514241Z,
16884,ROTEX AUTOMATION LIMITED,+918792739273,enq@rotexautomation.com,ROTEX AUTOMATION LIMITED,completed,Answered,"The sales agent initiated contact, introduced themselves, and asked for the prospect's availability to speak for a minute.",2026-05-06T12:20:20.170588Z,
16885,Bhagyalaxmi Engineering Works,+919879593141,bhagyalaxmieng@yahoo.com,Bhagyalaxmi Engineering Works,completed,Answered,"The call has just begun with an introduction from Radhika of Procucev, Bangalore, requesting a minute of the prospect's time.",2026-05-06T12:18:06.565030Z,
16886,AIR POWER SERVICE,+919924913133,airpowerservice@gmail.com,AIR POWER SERVICE,completed,Answered,The call has just begun with the sales assistant introducing herself and asking if the prospect has a minute. No actual sales conversation or outcome has occurred yet.,2026-05-06T12:07:57.617488Z,
16920,Air Blow Systems,+919825441011,airblowsystems@gmail.com,Air Blow Systems,completed,Busy,The sales assistant attempted to connect with a contact but was informed by an automated message that the person was unavailable. No sales discussion occurred.,2026-05-06T12:03:15.322040Z,
16887,Charlston Lights,+917575885582,contactus@charlstonlights.com,Charlston Lights,completed,Answered,The sales agent reached an automated IVR system or carrier-recorded message rather than a live person.,2026-05-06T12:01:17.683487Z,
16921,Trizon Electricals,+918320374642,trizonelectricals@gmail.com,Trizon Electricals,completed,Call Later,The sales agent reached a voicemail greeting and ended the call after the automated message.,2026-05-06T11:59:13.740823Z,
16888,Micro Energy System,+919512112191,Sales.microenergysystem@gmail.com,Micro Energy System,completed,Answered,"The call has just begun with the sales agent introducing herself and her company, attempting to confirm the prospect's availability.",2026-05-06T11:56:24.018619Z,
16889,Umiya Assembly Technologies,+917984668167,umiyaassembly@gmail.com,Umiya Assembly Technologies,completed,Answered,"The call is an initial cold outreach where the agent introduces themselves and asks if the recipient has a minute, but no further interaction has occurred.",2026-05-06T11:54:02.386295Z,
16890,Philips Smart Light Hub,+918238331104,pratik@palmtraders.in,Philips Smart Light Hub,completed,Answered,"The call transcript provided only covers the sales agent's introduction and initial query for the prospect's time, with no actual conversation or outcome recorded.",2026-05-06T11:50:04.236298Z,
16891,JABLA LIGHTINGS,+919016318422,nilay@cleanroomproduct.com,JABLA LIGHTINGS,completed,Answered,The call has just begun with the sales agent introducing themselves and asking if the prospect has a minute. No actual conversation or information exchange has occurred yet.,2026-05-06T11:47:48.623025Z,
16892,LIGHT SPACE,+918487959800,lightspace@gmail.com,LIGHT SPACE,completed,Answered,The call has just begun with the sales agent introducing herself and asking for a minute of the prospect's time.,2026-05-06T11:46:27.259826Z,
16893,GMDT MARINE &INDUSTRIAL ENGINEERING PVT. LTD,+919427187035,info@gmdtengineering.com,GMDT MARINE &INDUSTRIAL ENGINEERING PVT. LTD,completed,Answered,The call is an initial outreach where the sales agent introduces themselves and asks if the prospect has a minute to talk. No interaction or outcome beyond the greeting has occurred yet.,2026-05-06T11:27:52.257804Z,
16922,LIGHT ON Lighting Fixture,+919825051404,Crown_hetal@yahoo.com,LIGHT ON Lighting Fixture,completed,Call Later,The sales agent connected with a prospect who was at a funeral and unable to talk. The prospect indicated availability for a call tomorrow morning.,2026-05-06T11:20:35.916871Z,
16894,Bright Ideas Lighting Solutions,+919909907012,contact@brightideas.in,Bright Ideas Lighting Solutions,completed,Answered,"The sales agent initiated contact, introduced herself and her company, and asked for a minute of the prospect's time.",2026-05-06T11:18:00.040589Z,
16895,KWW ELECTRICALS & ELECTRONICS PRIVA,+919836786363,care@kwwelectricals.com,KWW ELECTRICALS & ELECTRONICS PRIVA,completed,Answered,The agent reached an automated system or hold recording and was unable to establish contact with a live person.,2026-05-06T11:15:34.187185Z,
16896,AJWIN Alight for Bright Tomorrow,+919727419391,ajwin1978@gmail.com,AJWIN Alight for Bright Tomorrow,completed,Answered,"The call was brief and incoherent, ending without any meaningful exchange or presentation of the pitch.",2026-05-06T11:14:34.610256Z,
16897,Jenil International (SKF Bearings Stockist & Distributor),+919757038405,info@jenilinternational.com,Jenil International (SKF Bearings Stockist & Distributor),completed,Answered,"The sales agent initiated the call with an introduction and asked for the prospect's time, but the transcript ends before a response.",2026-05-06T11:09:51.983848Z,
16898,Josts Engineering Company Ltd,+919822623782,jostsho@josts.in,Josts Engineering Company Ltd,completed,Answered,The call has just begun with the sales agent introducing themselves and asking if the prospect has a minute. No actual conversation or outcome has been reached yet.,2026-05-06T11:08:54.601050Z,
16899,Jungheinrich Lift Truck India Private Limited,+918054581498,marketing@jungheinrich.in,Jungheinrich Lift Truck India Private Limited,completed,Answered,"The agent introduced herself and the company, but the transcript ends before the prospect could provide a response or engage in conversation.",2026-05-06T11:02:52.706863Z,
16900,Industrial Crafts,+919904282645,sagar.nribm2014@gmail.com,Industrial Crafts,completed,Answered,"The sales agent introduced themselves and asked for the prospect's time, but the transcript ends before any engagement occurred.",2026-05-06T11:01:49.188999Z,
16901,Shree Balaad Handling Works,+919898912382,sales@shreebalaad.com,Shree Balaad Handling Works,completed,Answered,"The sales assistant initiated the call by introducing herself and asking if the prospect had a moment, but there was no further interaction or response recorded.",2026-05-06T10:54:26.734263Z,
16238,SHREE MODI MATERIALS HANDLING CO,+919974814444,pgmodi@modi-gujarat.com,SHREE MODI MATERIALS HANDLING CO,completed,Interested,"The call transcript is highly fragmented and unclear, but the user provided a location and an email address.",2026-05-06T10:52:43.245943Z,
16902,Gemini Equipment and Rentals (P) Ltd,+919029251253,info@gear-india.com,Gemini Equipment and Rentals (P) Ltd,completed,Answered,The call is an initial outbound contact where the sales agent introduces themselves and asks for a minute of the prospect's time.,2026-05-06T10:51:25.858805Z,
16903,Z AIRCON ENTERPRISES,+918454003371,zairconenterprises@gmail.com,Z AIRCON ENTERPRISES,completed,Answered,"The sales agent initiated the call and introduced herself and her company, but the transcript ends before the lead's response.",2026-05-06T10:48:50.935148Z,
16239,National Aircon,+919833395951,nationalaircon.sale@gmail.com,National Aircon,completed,Interested,"The agent contacted the user to initiate a conversation, and the user provided their email address as requested.",2026-05-06T10:43:57.367312Z,
16904,Jain Engineering Works,+919823068503,contact@jaindanpeti-aircoolers.com,Jain Engineering Works,completed,Answered,"The call is an initial introduction from the sales assistant, Radhika from Procucev, asking if the prospect has a quick minute. No further interaction has occurred.",2026-05-06T10:39:29.845986Z,
16905,Shree Ram Air-Tech,+919730072214,ductcooler@gmail.com,Shree Ram Air-Tech,completed,Answered,The call was very brief and interrupted immediately after the sales agent introduced themselves. No actual conversation or lead qualification took place.,2026-05-06T10:37:50.311806Z,
16906,Vends Tech India Pvt. Ltd.,+919858585599,sales@vendsindia.com,Vends Tech India Pvt. Ltd.,completed,Answered,"The sales agent initiated the call and provided a self-introduction, but the transcript ends before any meaningful interaction or response from the prospect.",2026-05-06T10:34:31.249864Z,
16907,Jain Engineering Works,+919823068503,contact@jaindanpeti-aircoolers.com,Jain Engineering Works,completed,Answered,Failed to analyze: 'list' object has no attribute 'get',2026-05-06T10:27:58.065564Z,
16908,Sujata Enterprises,+918097182413,sujataenterprise345@gmail.com,Sujata Enterprises,completed,Answered,"The call was incoherent and failed to establish any meaningful communication, as the user responded with nonsensical phrases before the connection seemed to falter.",2026-05-06T10:21:12.842390Z,
16909,Panasonic Exclusive Store Sahakar Electronics,+918291342998,sahakarelectronics@gmail.com,Panasonic Exclusive Store Sahakar Electronics,completed,Answered,"The call was very brief, ending immediately after the assistant's introduction and the user's recording notice, possibly due to a connection issue or misunderstanding from the assistant.",2026-05-06T10:13:52.539017Z,
16910,TEMPO INSTRUMENTS PVT LTD,+919820464003,enquiry@tempo.net.in,TEMPO INSTRUMENTS PVT LTD,completed,Answered,"The call only consisted of the agent's introduction and a request for the prospect's availability, with no further interaction.",2026-05-06T10:07:27.344685Z,
16911,Matrix Distributor Pvt. Ltd.,+919702042070,atul@matrixdistributor.com,Matrix Distributor Pvt. Ltd.,completed,Answered,"The sales agent initiated the call and introduced herself, but the transcript concludes before the prospect provided a response.",2026-05-06T10:06:03.857134Z,
